,activityobjectid,activitycodetypeobjectid,activitycodeobjectid,projectobjectid,activitycodedescription,activitycodetypename,activitycodetypescope,activitycodevalue,activityid,activityname,issecurecode,lastupdateuser,lastupdatedate,createuser,createdate
5962,113818,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,ST-C-52b,Slurry Tks BA - Walkdown / Punch List / Correct PL Items,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:35.093000000
5963,113818,11778,33629,4829,STRUCTURAL,G16 - Discipline,AS_Global,ST,ST-C-52b,Slurry Tks BA - Walkdown / Punch List / Correct PL Items,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-11-04 11:31:31.993000000
5964,113819,2274,13285,4829,Phase 5 - Build,G02 - JSTEPS,AS_Global,P5,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2023-06-04 15:40:22.213000000,Admin,2019-03-18 10:56:12.163000000
5965,113819,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.163000000
5966,113819,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.167000000
5967,113819,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.167000000
5968,113819,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.170000000
5969,113819,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.170000000
5970,113819,2280,13297,4829,DLM,G12 - Supplier / Subs,AS_Global,DLM,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.170000000
5971,113819,2281,13312,4829,MEVS - Vessels,G14 - Equipment Type,AS_Global,JL000,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.173000000
5972,113819,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.173000000
5973,113819,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.177000000
5974,113819,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.180000000
5975,113819,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.180000000
5976,113819,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.180000000
5977,113819,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.183000000
5978,113819,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.183000000
5979,113819,2290,13339,4829,Site Erect   (Mainly Tks),G28 - Fab Work Location,AS_Global,SE,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.187000000
5980,113488,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.483000000
5981,113488,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.487000000
5982,113488,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.487000000
5983,113488,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.487000000
5984,113488,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.490000000
5985,113488,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.490000000
5986,113488,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.490000000
5987,113488,2295,13354,4829,Sub-Contractor Supply & Install,G35 - Sub-Contractor Mode,AS_Global,SSI,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.493000000
5988,113488,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.493000000
5989,113488,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.497000000
5990,113488,2301,13396,4829,Video Surveillance,Package,AS_Project,VDS,VD-Cx-20,SOP - VDS Works,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.497000000
5991,113488,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,VD-Cx-20,SOP - VDS Works,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:29.523000000
5992,113488,11778,33628,4829,TELECOM DATA & SECURITY,G16 - Discipline,AS_Global,VD,VD-Cx-20,SOP - VDS Works,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 13:07:43.860000000
5993,113489,2274,13283,4829,Phase 6 - Commission & Handover,G02 - JSTEPS,AS_Global,P6,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2023-06-04 15:40:21.900000000,Admin,2019-03-18 10:55:47.500000000
5994,113489,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.500000000
5995,113489,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.500000000
5996,113489,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.503000000
5997,113489,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.503000000
5998,113819,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.187000000
5999,113819,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.190000000
6000,113819,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.190000000
6001,113819,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.190000000
6002,113819,2295,13354,4829,Sub-Contractor Supply & Install,G35 - Sub-Contractor Mode,AS_Global,SSI,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.193000000
6003,113819,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.193000000
6004,113819,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.197000000
6005,113819,2300,13394,4829,Beni Amir,Zone,AS_Project,2.BA,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.197000000
6006,113819,2301,13400,4829,Additional Tanks,Package,AS_Project,TNK,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.200000000
6007,113819,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:35.110000000
6008,113819,11778,33629,4829,STRUCTURAL,G16 - Discipline,AS_Global,ST,ST-C-34b,Slurry Tks BA - Field Erect & Weld Tks,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-11-04 11:31:32.013000000
6009,113820,2274,13285,4829,Phase 5 - Build,G02 - JSTEPS,AS_Global,P5,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2023-06-04 15:40:22.220000000,Admin,2019-03-18 10:56:12.200000000
6010,113820,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.200000000
6011,113820,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.207000000
6012,113820,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.207000000
6013,113820,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.210000000
6014,113820,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.210000000
6015,113820,2280,13297,4829,DLM,G12 - Supplier / Subs,AS_Global,DLM,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.210000000
6016,113820,2281,13312,4829,MEVS - Vessels,G14 - Equipment Type,AS_Global,JL000,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.213000000
6017,113820,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.213000000
6018,113820,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.217000000
6019,113820,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.220000000
6020,113820,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.220000000
6021,113820,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.220000000
6022,113820,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.223000000
6023,113820,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.223000000
6024,113820,2290,13339,4829,Site Erect   (Mainly Tks),G28 - Fab Work Location,AS_Global,SE,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.227000000
6025,113820,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.227000000
6026,113820,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.230000000
6027,113820,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.230000000
6028,113820,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.230000000
6029,113820,2295,13354,4829,Sub-Contractor Supply & Install,G35 - Sub-Contractor Mode,AS_Global,SSI,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.233000000
6030,113820,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.233000000
6031,113820,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.237000000
6032,113820,2300,13394,4829,Beni Amir,Zone,AS_Project,2.BA,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.237000000
6033,113820,2301,13400,4829,Additional Tanks,Package,AS_Project,TNK,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.240000000
6034,113820,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:35.130000000
6035,113820,11778,33629,4829,STRUCTURAL,G16 - Discipline,AS_Global,ST,ST-C-42b,Slurry Tks BA - Erect Tk Stairs/Grating/Handrails,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-11-04 11:31:32.030000000
6036,113821,2274,13285,4829,Phase 5 - Build,G02 - JSTEPS,AS_Global,P5,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2023-06-04 15:40:22.220000000,Admin,2019-03-18 10:56:12.240000000
6037,113821,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.240000000
6038,113821,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.243000000
6039,113821,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.243000000
6040,113821,2278,13291,4829,Not applicable,G10 - OCP Field - Milestones,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.247000000
6041,113821,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.247000000
6042,113821,2280,13297,4829,DLM,G12 - Supplier / Subs,AS_Global,DLM,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.250000000
6043,113821,2281,13312,4829,MEVS - Vessels,G14 - Equipment Type,AS_Global,JL000,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.250000000
6044,113821,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.250000000
6045,113821,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.253000000
6046,113821,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.257000000
6047,113821,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.257000000
6048,113821,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.260000000
6049,113821,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.260000000
6050,113821,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.260000000
6051,113821,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.263000000
6052,113821,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.263000000
6053,113821,2292,13349,4829,Not applicable,G30 - Milestone Payments,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.267000000
6054,113821,2293,13350,4829,Not applicable,G31 - Procurement Priority,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.267000000
6055,113821,2294,13352,4829,Not applicable,G33 - Pipe Size,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.270000000
6056,113821,2295,13354,4829,Sub-Contractor Supply & Install,G35 - Sub-Contractor Mode,AS_Global,SSI,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.270000000
6057,113821,2296,13358,4829,Not applicable,G36 - Project Document Types,AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.270000000
6058,113821,2297,13361,4829,Not applicable,G37 - IPCS Level 2 (Optional),AS_Global,N/A,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.273000000
6059,113821,2300,13394,4829,Beni Amir,Zone,AS_Project,2.BA,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.273000000
6060,113821,2301,13400,4829,Additional Tanks,Package,AS_Project,TNK,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.277000000
6061,113821,5262,16985,4829,Sub-Contractor Schedule,G38 - Sub-Contractor or Vendor schedule,AS_Global,SUB,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-12-03 16:53:35.147000000
6062,113821,11778,33629,4829,STRUCTURAL,G16 - Discipline,AS_Global,ST,ST-C-46b,Slurry Tks BA - Sand Blasting,N,Goudiabys,2022-10-26 19:03:08.510000000,Goudiabys,2019-11-04 11:31:32.047000000
6063,113822,2274,13285,4829,Phase 5 - Build,G02 - JSTEPS,AS_Global,P5,ST-C-44b,Slurry Tks BA - Tks Hydrotesting,N,Admin,2023-06-04 15:40:22.230000000,Admin,2019-03-18 10:56:12.277000000
6064,113822,2275,13286,4829,PMC - Project Management Contract,G05 - Contract Type,AS_Global,1,ST-C-44b,Slurry Tks BA - Tks Hydrotesting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.277000000
6065,113822,2276,13287,4829,JESA Morocco,G07 - Location,AS_Global,1,ST-C-44b,Slurry Tks BA - Tks Hydrotesting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.280000000
6066,113822,2277,13288,4829,Flexibility,G08 - Project Gender,AS_Global,B,ST-C-44b,Slurry Tks BA - Tks Hydrotesting,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:56:12.280000000
6067,113489,2279,13293,4829,ISBL & OSBL Common,G11 - Battery Limit,AS_Global,C0,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.507000000
6068,113489,2280,13305,4829,CIM EQUIPEMENT,G12 - Supplier / Subs,AS_Global,CIM,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.507000000
6069,113489,2281,13310,4829,Not applicable,G14 - Equipment Type,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.510000000
6070,113489,2282,13315,4829,Not applicable,G15 - Cx Systems,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.510000000
6071,113489,2284,13327,4829,Initial Scope,G17 - Change Mgmt,AS_Global,INS,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.513000000
6072,113489,2285,13328,4829,Not applicable,G18 - Early Warning,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.513000000
6073,113489,2286,13331,4829,Not applicable,G18a - Warning Activity Identifier,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.513000000
6074,113489,2287,13333,4829,1st Re-Baseline Activity,G19 - Baseline Rev,AS_Global,BL1,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.517000000
6075,113489,2288,13334,4829,Not applicable,G22 - Interface Links Projects,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.517000000
6076,113489,2289,13337,4829,Not applicable,G27 - Cx Phase,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.520000000
6077,113489,2290,13340,4829,Not applicable,G28 - Fab Work Location,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.520000000
6078,113489,2291,13344,4829,Not applicable,G29 - Interface Among Subs / Handover,AS_Global,N/A,FP-Cx-10,Fire Protection - Commissioning,N,Admin,2022-10-26 19:03:08.510000000,Admin,2019-03-18 10:55:47.520000000
