,Id,objectid,projectobjectid,wbsobjectid,wbsname,status,name,baselinestartdate,baselinefinishdate,startdate,finishdate,baselineduration,remainingduration,atcompletionduration,schedulepercentcomplete,primaryresourceobjectid,plannedlaborunits,actuallaborunits,floatpath,floatpathorder,totalfloat,unitspercentcomplete,type,actualstartdate,actualfinishdate,earlystartdate,earlyfinishdate,latestartdate,latefinishdate,calendarname,freefloat
237,ST-D-290,113652,4829,27912,ENG - Agitator Structure & FDN,Completed,Slurry Tks HS -  Issue Agitator Steel Support IFC (after Bureau Ctrl),2020-01-02 08:00:00,2020-01-10 16:00:00,2020-01-02 08:00:00,2020-01-10 16:00:00,56.0000000000,.000000,56.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2020-01-02 08:00:00,2020-01-10 16:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-11-05 12:00:00,2021-11-05 12:00:00,COVID-19 3 and 4,
238,ST-D-280,113653,4829,27912,ENG - Agitator Structure & FDN,Completed,Slurry Tks HS -  Agitators FDNs Dwgs IFC,2020-01-01 16:20:14.230000000,2020-01-01 16:20:14.230000000,2020-01-01 16:20:14.230000000,2020-01-01 16:20:14.230000000,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2020-01-01 16:20:14.230000000,2020-01-01 16:20:14.230000000,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-11-05 12:00:00,2021-11-05 12:00:00,COVID-19 3 and 4,
239,ST-D-300,113654,4829,27912,ENG - Agitator Structure & FDN,Completed,Slurry Tks HS -  Agitators Structure Dwgs IFC,2020-01-08 12:12:26.520000000,2020-01-08 12:12:26.520000000,2020-01-08 12:12:26.520000000,2020-01-08 12:12:26.520000000,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2020-01-08 12:12:26.520000000,2020-01-08 12:12:26.520000000,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-11-05 12:00:00,2021-11-05 12:00:00,COVID-19 3 and 4,
240,ST-C-22a,113655,4829,27898,ENG - Slurry Tanks,In Progress,Slurry Tks HS - JESA/OCP Rev/Approves Tks Dwgs,2018-10-09 00:00:00,2022-09-02 08:00:00,2018-10-09 00:00:00,2024-01-03 08:00:00,7496.0000000000,6.400000,10192.0000000000,100.0000000000,,.000000,.000000,,,-6658.000000,.0000000000,Task Dependent,2018-10-09 00:00:00,,2024-01-02 09:36:00,2024-01-03 08:00:00,2020-09-02 15:36:00,2020-09-03 14:00:00,COVID-19 3 and 4,
241,ST-C-24a,113656,4829,27898,ENG - Slurry Tanks,Not Started,Slurry Tks HS - Tks Fabrication Dwgs Approved,2022-09-02 08:00:00,2022-09-02 08:00:00,2024-01-03 08:00:00,2024-01-03 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-6658.000000,.0000000000,Finish Milestone,,,2024-01-03 08:00:00,2024-01-03 08:00:00,2020-09-03 14:00:00,2020-09-03 14:00:00,COVID-19 3 and 4,
242,ST-D-130,113657,4829,27898,ENG - Slurry Tanks,Not Started,Slurry Tks HS - Steel Tks Dwgs IFCs,2022-09-02 08:00:00,2022-09-02 08:00:00,2024-01-03 08:00:00,2024-01-03 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-6658.000000,.0000000000,Finish Milestone,,,2024-01-03 08:00:00,2024-01-03 08:00:00,2020-09-03 14:00:00,2020-09-03 14:00:00,COVID-19 3 and 4,
243,ST-D-160,113658,4829,27898,ENG - Slurry Tanks,In Progress,Slurry Tks HS - Prepare Tks Dwgs & Calsc,2018-08-09 00:00:00,2022-09-02 08:00:00,2018-08-09 00:00:00,2024-01-03 08:00:00,7792.0000000000,.000000,10488.0000000000,100.0000000000,,.000000,.000000,,,-6658.000000,.0000000000,Task Dependent,2018-08-09 00:00:00,,2024-01-03 08:00:00,2024-01-03 08:00:00,2020-09-03 14:00:00,2020-09-03 14:00:00,COVID-19 3 and 4,
244,ST-D-650,113659,4829,27897,ENG - Splitter box,Completed,Slurry Tks DW - Splitter Box Prepare Tks Dwgs & Calsc (Duration not fixed),2018-05-17 00:00:00,2018-12-31 08:00:00,2018-05-17 00:00:00,2018-12-31 08:00:00,1208.0000000000,.000000,1208.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-05-17 00:00:00,2018-12-31 08:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-12-24 14:00:00,2021-12-24 14:00:00,COVID-19 3 and 4,
245,ST-D-660,113660,4829,27897,ENG - Splitter box,Completed,Slurry Tks DW - Splitter Box Dwgs IFCs,2018-12-31 08:00:00,2018-12-31 08:00:00,2018-12-31 08:00:00,2018-12-31 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-12-31 08:00:00,2018-12-31 08:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-12-24 14:00:00,2021-12-24 14:00:00,COVID-19 3 and 4,
246,XF-D-00,113661,4829,27890,Engineering (STROC),Completed,TSF - Design Development,2017-08-15 00:00:00,2018-08-29 00:00:00,2017-08-15 00:00:00,2018-08-29 00:00:00,2048.0000000000,.000000,2048.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-08-15 00:00:00,2018-08-29 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
247,XF-D-15,113662,4829,27890,Engineering (STROC),Completed,TSF - Release Structural IFCs   (after Bureau Control Approval),2017-09-28 00:00:00,2018-08-29 00:00:00,2017-09-28 00:00:00,2018-08-29 00:00:00,1808.0000000000,.000000,1808.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-09-28 00:00:00,2018-08-29 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
248,XF-D-05,113663,4829,27890,Engineering (STROC),Completed,TSF - Issue Mechanical Arrangement Dwgs IFC,2017-08-15 00:00:00,2017-08-31 00:00:00,2017-08-15 00:00:00,2017-08-31 00:00:00,88.0000000000,.000000,88.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-08-15 00:00:00,2017-08-31 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
249,XF-D-30,113664,4829,27890,Engineering (STROC),Completed,TSF - Release Pump FDN's IFC   (after Bureau Control Approval),2017-09-12 00:00:00,2018-08-29 00:00:00,2017-09-12 00:00:00,2018-08-29 00:00:00,1904.0000000000,.000000,1904.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-09-12 00:00:00,2018-08-29 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:48:00,2021-05-25 11:48:00,COVID-19 3 and 4,
250,XF-D-95,113665,4829,27890,Engineering (STROC),Completed,TSF N- update of technical specification of the manual valves (Valvetech),2018-10-08 00:00:00,2018-10-23 00:00:00,2018-10-08 00:00:00,2018-10-23 00:00:00,88.0000000000,.000000,88.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-10-08 00:00:00,2018-10-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
251,XF-D-115,113666,4829,27890,Engineering (STROC),Completed,TSF N- Prepare technical specification for pipe Lining,2018-10-01 00:00:00,2018-10-11 00:00:00,2018-10-01 00:00:00,2018-10-11 00:00:00,64.0000000000,.000000,64.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-10-01 00:00:00,2018-10-11 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-27 11:48:00,2021-05-27 11:48:00,COVID-19 3 and 4,
252,XF-D-10,113667,4829,27872,Engineering (JESA),Completed,TSF - Issue ISO's IFC  (Need P&ID's Update),2017-08-11 00:00:00,2017-08-11 00:00:00,2017-08-11 00:00:00,2017-08-11 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-08-11 00:00:00,2017-08-11 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:48:00,2021-05-25 11:48:00,COVID-19 3 and 4,
253,XF-D-40,113668,4829,27872,Engineering (JESA),Completed,TSF - Piping Design & Engineering,2017-02-06 00:00:00,2017-03-24 00:00:00,2017-02-06 00:00:00,2017-03-24 00:00:00,272.0000000000,.000000,272.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-02-06 00:00:00,2017-03-24 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:48:00,2021-05-25 11:48:00,COVID-19 3 and 4,
254,XF-D-50,113669,4829,27872,Engineering (JESA),Completed,TSF - Complete Pump Related ISO's & Stress Analysis,2017-07-03 00:00:00,2017-08-11 00:00:00,2017-07-03 00:00:00,2017-08-11 00:00:00,232.0000000000,.000000,232.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-07-03 00:00:00,2017-08-11 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:48:00,2021-05-25 11:48:00,COVID-19 3 and 4,
255,XF-D-75,113670,4829,27872,Engineering (JESA),Completed,TSF N- Review/Approval of technical specification for pipe lining,2018-10-11 00:00:00,2018-11-02 00:00:00,2018-10-11 00:00:00,2018-11-02 00:00:00,128.0000000000,.000000,128.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-10-11 00:00:00,2018-11-02 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-27 11:48:00,2021-05-27 11:48:00,COVID-19 3 and 4,
256,XF-D-105,113671,4829,27872,Engineering (JESA),Completed,TSF N- Approval  of technical specification of the manual valves (valvtech),2018-10-19 00:00:00,2018-10-29 00:00:00,2018-10-19 00:00:00,2018-10-29 00:00:00,48.0000000000,.000000,48.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-10-19 00:00:00,2018-10-29 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:48:00,2021-05-25 11:48:00,COVID-19 3 and 4,
257,SL-D-100,113672,4829,27835,ENG - Silica Line,In Progress,SCL - Release FDN & Steel IFC Drawings,2018-08-25 00:00:00,2022-12-13 16:00:00,2018-08-25 00:00:00,2024-04-16 16:00:00,8312.0000000000,240.000000,11008.0000000000,100.0000000000,,.000000,.000000,,,-6232.000000,.0000000000,Task Dependent,2018-08-25 00:00:00,,2024-03-04 08:00:00,2024-04-16 16:00:00,2021-02-04 08:00:00,2021-03-17 16:00:00,COVID-19 3 and 4,
258,SL-D-010,113673,4829,27835,ENG - Silica Line,In Progress,SCL - Piping Design & Engineering,2018-08-09 00:00:00,2022-12-12 16:00:00,2018-08-09 00:00:00,2024-04-15 16:00:00,8360.0000000000,232.000000,11056.0000000000,100.0000000000,,.000000,.000000,,,-5408.000000,.0000000000,Task Dependent,2018-08-09 00:00:00,,2024-03-04 08:00:00,2024-04-15 16:00:00,2021-06-30 08:00:00,2021-08-13 16:00:00,COVID-19 3 and 4,
259,SL-D-020,113674,4829,27835,ENG - Silica Line,Not Started,SCL - Issue ISO's IFC,2022-12-12 16:00:00,2022-12-12 16:00:00,2024-04-15 16:00:00,2024-04-15 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-5408.000000,.0000000000,Finish Milestone,,,2024-04-15 16:00:00,2024-04-15 16:00:00,2021-08-13 16:00:00,2021-08-13 16:00:00,COVID-19 3 and 4,
260,XF-C-05,113675,4829,27833,ENG- Pipe Loop for Flash Water,Completed,Loop - FDN & Steel IFC Bureau Control Approval,2017-10-12 00:00:00,2017-11-23 00:00:00,2017-10-12 00:00:00,2017-11-23 00:00:00,232.0000000000,.000000,232.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-10-12 00:00:00,2017-11-23 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
261,XF-D-45,113676,4829,27833,ENG- Pipe Loop for Flash Water,Completed,Loop - Detailed Design DWS Loop,2017-01-25 00:00:00,2017-04-19 00:00:00,2017-01-25 00:00:00,2017-04-19 00:00:00,480.0000000000,.000000,480.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2017-01-25 00:00:00,2017-04-19 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
262,XF-D-55,113677,4829,27833,ENG- Pipe Loop for Flash Water,Completed,Loop - IFC Dwgs Ready for Bureau Control Approval,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,2017-04-19 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2017-04-19 00:00:00,2017-04-19 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,COVID-19 3 and 4,
263,XF-ML-002,113678,4829,27821,MLS- Slurry Transfert - DWS to local Tanks,Not Started,MC- Slurry Transfer,2022-10-20 09:12:00,2022-10-20 09:12:00,2024-02-05 09:12:00,2024-02-05 09:12:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3841.200000,.0000000000,Finish Milestone,,,2024-02-05 09:12:00,2024-02-05 09:12:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
264,XF-ML-001,113679,4829,27821,MLS- Slurry Transfert - DWS to local Tanks,Not Started,SOP- Slurry Transfer (Contractual 23.May-2018),2022-11-22 09:12:00,2022-11-22 09:12:00,2024-03-06 09:12:00,2024-03-06 09:12:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-4017.200000,.0000000000,Finish Milestone,,,2024-03-06 09:12:00,2024-03-06 09:12:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
265,AC-C-170,113680,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,MC - Structural Upgrades,2022-09-29 16:00:00,2022-09-29 16:00:00,2024-01-31 16:00:00,2024-01-31 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3824.000000,.0000000000,Finish Milestone,,,2024-01-31 16:00:00,2024-01-31 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
266,FP-C-180,113681,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,MC - Fire Protection (Contractual 10.May-2018),2022-10-17 16:00:00,2022-10-17 16:00:00,2024-02-22 16:00:00,2024-02-22 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3952.000000,.0000000000,Finish Milestone,,,2024-02-22 16:00:00,2024-02-22 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
267,VD-C-170,113682,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,MC - VDS works (Contractual 30.Aug 2018),2022-12-14 08:00:00,2022-12-14 08:00:00,2024-01-17 08:00:00,2024-01-17 08:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3736.000000,.0000000000,Finish Milestone,,,2024-01-17 08:00:00,2024-01-17 08:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
268,VD-Cx-30,113683,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,SOP - VDS Works,2022-12-27 16:00:00,2022-12-27 16:00:00,2024-01-30 16:00:00,2024-01-30 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3816.000000,.0000000000,Finish Milestone,,,2024-01-30 16:00:00,2024-01-30 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
269,FP-Cx-30,113684,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,SOP - Fire Protection,2022-11-14 16:00:00,2022-11-14 16:00:00,2024-03-21 16:00:00,2024-03-21 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-4112.000000,.0000000000,Finish Milestone,,,2024-03-21 16:00:00,2024-03-21 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
270,AC-Cx-30,113685,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,SOP - Structural Upgrades  (Contractual 27.May-2018),2022-09-30 16:00:00,2022-09-30 16:00:00,2024-02-01 16:00:00,2024-02-01 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3832.000000,.0000000000,Finish Milestone,,,2024-02-01 16:00:00,2024-02-01 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
271,GN-ML-002,113686,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,"MC- Common Works (VDS, Fire Protection, Access Upgrade)",2022-12-14 08:00:00,2022-12-14 08:00:00,2024-02-22 16:00:00,2024-02-22 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-3952.000000,.0000000000,Finish Milestone,,,2024-02-22 16:00:00,2024-02-22 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
272,GN-ML-001,113687,4829,27839,"MLS- Common (VDS, Fire Protection, Access Upgrade)",Not Started,"SOP- Common Works (VDS, Fire Protection, Access Upgrade)",2022-12-27 16:00:00,2022-12-27 16:00:00,2024-03-21 16:00:00,2024-03-21 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-4112.000000,.0000000000,Finish Milestone,,,2024-03-21 16:00:00,2024-03-21 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
273,WL-ML-002,113688,4829,27840,MLS- Pipe Loop for Flash Water,Completed,MC - Flush Water Loop,2018-02-02 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,2018-02-02 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-02-02 00:00:00,2018-02-02 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,G - Morocco 5 Day 8h w/Holidays,
274,WL-ML-001,113689,4829,27840,MLS- Pipe Loop for Flash Water,Completed,SOP- Flush Water Loop,2018-02-26 00:00:00,2018-02-26 00:00:00,2018-02-26 00:00:00,2018-02-26 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2018-02-26 00:00:00,2018-02-26 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-08-26 13:00:00,2021-08-26 13:00:00,G - Morocco 5 Day 8h w/Holidays,
275,ST-C-ML41,113690,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,MC - Tanks at HS,2023-04-04 16:00:00,2023-04-04 16:00:00,2024-05-09 12:00:00,2024-05-09 12:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-4364.000000,.0000000000,Finish Milestone,,,2024-05-09 12:00:00,2024-05-09 12:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
276,ST-C-ML51,113691,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,MC - Tanks at TS,2023-12-12 16:00:00,2023-12-12 16:00:00,2025-04-22 16:00:00,2025-04-22 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-6248.000000,.0000000000,Finish Milestone,,,2025-04-22 16:00:00,2025-04-22 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
277,ST-C-ML61,113692,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,MC - Tanks at Beni Amir,2023-12-29 12:48:00,2023-12-29 12:48:00,2025-05-12 12:48:00,2025-05-12 12:48:00,.0000000000,.000000,.0000000000,.0000000000,,.000000,.000000,4,1,-6703.800000,.0000000000,Finish Milestone,,,2025-05-12 12:48:00,2025-05-12 12:48:00,2022-01-10 13:00:00,2022-01-10 13:00:00,G - Morocco 5 Day 8h w/Holidays,
278,ST-C-ML71,113693,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Completed,MC - Splitter Box at Daoui,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-06-12 00:00:00,2019-06-12 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2019-06-12 00:00:00,2019-06-12 00:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2021-12-24 14:00:00,2021-12-24 14:00:00,G - Morocco 5 Day 8h w/Holidays,
279,ST-Cx-40,113694,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,SOP -Tanks  at TS,2024-01-24 10:00:00,2024-01-24 10:00:00,2025-06-03 10:00:00,2025-06-03 10:00:00,.0000000000,.000000,.0000000000,.0000000000,,.000000,.000000,,,-6474.000000,.0000000000,Finish Milestone,,,2025-06-03 10:00:00,2025-06-03 10:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
280,ST-Cx-10a30,113695,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Completed,SOP - Splitter Box at Daoui,2019-06-24 00:00:00,2019-06-24 00:00:00,2019-06-24 00:00:00,2019-06-24 00:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Finish Milestone,2019-06-24 00:00:00,2019-06-24 00:00:00,2024-01-02 16:00:00,2024-01-02 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
281,ST-Cx-30,113696,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,SOP - Tanks at Beni Amir,2024-02-22 15:48:00,2024-02-22 15:48:00,2025-07-04 15:48:00,2025-07-04 15:48:00,.0000000000,.000000,.0000000000,.0000000000,,.000000,.000000,7,1,-6647.800000,.0000000000,Finish Milestone,,,2025-07-04 15:48:00,2025-07-04 15:48:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
282,ST-Cx-10a20,113697,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,SOP - Tanks  at HS,2023-04-26 16:00:00,2023-04-26 16:00:00,2024-06-11 16:00:00,2024-06-11 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-4552.000000,.0000000000,Finish Milestone,,,2024-06-11 16:00:00,2024-06-11 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
283,SL-ML-2,113698,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,MC- Silica Line,2023-09-18 16:00:00,2023-09-18 16:00:00,2025-01-27 16:00:00,2025-01-27 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-5776.000000,.0000000000,Finish Milestone,,,2025-01-27 16:00:00,2025-01-27 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
284,SL-ML-12,113699,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,SOP- Silica Line,2023-12-08 16:00:00,2023-12-08 16:00:00,2025-04-18 16:00:00,2025-04-18 16:00:00,.0000000000,.000000,.0000000000,100.0000000000,,.000000,.000000,,,-6232.000000,.0000000000,Finish Milestone,,,2025-04-18 16:00:00,2025-04-18 16:00:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
285,ST-ML-002,113700,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,"MC- All Tanks (TS, HS, BA & DO)",2023-12-29 12:48:00,2023-12-29 12:48:00,2025-05-12 12:48:00,2025-05-12 12:48:00,.0000000000,.000000,.0000000000,.0000000000,,.000000,.000000,,,-6348.800000,.0000000000,Finish Milestone,,,2025-05-12 12:48:00,2025-05-12 12:48:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
286,ST-ML-001,113701,4829,27838,"MLS- Additional Storage Tanks (TS, HS, BA)",Not Started,"SOP- All Tanks (TS, HS, BA & DO)",2024-04-01 15:48:00,2024-04-01 15:48:00,2025-08-13 15:48:00,2025-08-13 15:48:00,.0000000000,.000000,.0000000000,.0000000000,,.000000,.000000,1,21,-6863.800000,.0000000000,Finish Milestone,,,2025-08-13 15:48:00,2025-08-13 15:48:00,2022-03-14 16:00:00,2022-03-14 16:00:00,G - Morocco 5 Day 8h w/Holidays,
287,SL-F-15,113702,4829,27826,PRC - Silica Line,Not Started,"Silica Line - Piping Material, Fabrication & Delivery",2023-01-17 08:00:00,2023-02-15 16:00:00,2024-05-21 08:00:00,2024-06-21 16:00:00,176.0000000000,176.000000,176.0000000000,100.0000000000,,.000000,.000000,,,-4600.000000,.0000000000,Task Dependent,,,2024-05-21 08:00:00,2024-06-21 16:00:00,2022-02-11 08:00:00,2022-03-14 16:00:00,COVID-19 3 and 4,
288,SL-F-500,113703,4829,27826,PRC - Silica Line,Not Started,Silica Line - Pipe Rack Material & Fabrication,2022-12-14 08:00:00,2023-01-03 16:00:00,2024-04-17 08:00:00,2024-05-08 16:00:00,120.0000000000,120.000000,120.0000000000,100.0000000000,,.000000,.000000,,,-6232.000000,.0000000000,Task Dependent,,,2024-04-17 08:00:00,2024-05-08 16:00:00,2021-03-18 08:00:00,2021-04-07 16:00:00,COVID-19 3 and 4,
289,SL-F-550,113704,4829,27826,PRC - Silica Line,Not Started,Silica Line - Purchase piping materials,2022-12-13 08:00:00,2023-01-16 16:00:00,2024-04-16 08:00:00,2024-05-20 16:00:00,192.0000000000,192.000000,192.0000000000,100.0000000000,,.000000,.000000,,,-5408.000000,.0000000000,Task Dependent,,,2024-04-16 08:00:00,2024-05-20 16:00:00,2021-08-16 08:00:00,2021-09-17 16:00:00,COVID-19 3 and 4,
290,XF-F-45,113705,4829,27822,PRC- Slurry Transfert - DWS to local Tanks,In Progress,TSF - Pipe Lining Materials - last Batch,2019-10-30 08:00:00,2022-08-31 08:10:00,2019-10-30 08:00:00,2023-12-29 08:10:00,5376.1666666667,.166667,8072.1666666667,100.0000000000,,.000000,.000000,,,-5260.366667,.0000000000,Task Dependent,2019-10-30 08:00:00,,2023-12-29 08:00:00,2023-12-29 08:10:00,2021-05-25 11:38:00,2021-05-25 11:48:00,COVID-19 3 and 4,
291,XF-F-35,113706,4829,27822,PRC- Slurry Transfert - DWS to local Tanks,Completed,TSF - Pipe Lining Materials - 1st Batch,2018-11-09 00:00:00,2019-04-13 00:00:00,2018-11-09 00:00:00,2019-04-13 00:00:00,864.0000000000,.000000,864.0000000000,100.0000000000,,.000000,.000000,,,,.0000000000,Task Dependent,2018-11-09 00:00:00,2019-04-13 00:00:00,2023-12-29 00:00:00,2023-12-29 00:00:00,2021-05-25 11:38:00,2021-05-25 11:38:00,COVID-19 3 and 4,
