,HierarchyPathID,CostObjectID,CostObjectName,OriginalGrossMargin,ActualGrossMargin,EACCostMargin,ClientPostedHours,ClientPostedCost,CostObjectHierarchyLevel,ProjectStartDate,ProjectEndDate,TimePeriod
1023,Q11970.11,11,Systeme d'entretien et de maintenance,0,0,0,18852,15393254,1,2021-03-09,2023-03-31,2024-03
1024,Q57220.11,11,Home Office Suffix 11,0,0,36325,1212,355735,1,2021-02-05,2021-04-30,2024-03
1025,Q13640.11,11,Potash Mine - Feasibility - 2021,304210,208324,159463,1359,1996166,1,2021-05-03,2021-09-24,2024-03
1026,Q32240.11,11,Home Office Suffix 11,1000418,919836,913360,4669,2595769,1,2021-04-20,2021-08-20,2024-03
1027,Q97100.11,11,Home Office Suffix 11,0,0,70000,1872,1026100,1,2021-04-19,2021-10-19,2024-03
1028,Q40260.11,11,Projet dé-métallisation,184557,0,184557,322,533335,1,2021-01-04,2021-03-15,2024-03
1029,Q40330.11,11,Home Office Suffix 11,0,0,-351125,1800,1130228,1,2021-05-14,2021-09-30,2024-03
1030,Q68100.11,11,Kasbah Green Ammonia Project,0,0,2497650,11436,9402378,1,2021-05-01,2021-10-30,2024-03
1031,Q40320.11,11,Carbon Support - CDP,0,0,-6476,148,260340,1,2021-07-26,2021-12-31,2024-03
1032,Q68000.11,11,Kasbah Green Energy Phase 1,0,0,3691121,12565,12564828,1,2021-05-01,2021-10-30,2024-03
1033,Q10290.11,11,Feasibility,0,0,-27925,1162,2272193,1,2021-05-18,2021-09-03,2024-03
1034,QW2104.11,11,Pumped Energy Transfer,0,0,0,0,0,1,2021-03-29,2021-10-29,2024-03
1035,Q12290.11,11,Home Office Suffix 11,556634,287957,585230,2719,3498829,1,2021-06-01,2022-12-30,2024-03
1036,Q22710.11,11,Home Office Suffix 11,570406,515325,553771,4256,1518656,1,2021-07-01,2022-12-30,2024-03
1037,Q32250.11,11,Home Office Suffix 11,2454227,2354080,2370161,10434,6398777,1,2021-07-05,2024-06-30,2024-03
1038,Q36130.11,11,GAPP 4T/Y - OSBL - IDENTIFY,1291112,1317503,1291112,6032,3894027,1,2021-08-20,2021-12-31,2024-03
1039,Q93000.11,11,Home office Suffix 11,1695794,2459317,2528683,7837,4539114,1,2021-09-03,2021-12-31,2024-03
1040,Q30054.11,11,Home office Suffix 11,732517,775446,780447,5791,1963091,1,2021-08-27,2022-04-29,2024-03
1041,Q40340.11,11,IBU Transverse functions OM,0,0,-571224,826,694974,1,2021-06-14,2021-08-06,2024-03
1042,Q40350.11,11,OCP Transportation model,0,0,-123834,777,1005033,1,2021-08-23,2021-12-17,2024-03
1043,Q40360.11,11,OCP Digital Cockpit,0,0,-22628,3900,2715727,1,2021-09-13,2022-01-14,2024-03
1044,Q70910.11,11,Microcentrale hydroélectrique – AL Massira,0,0,0,314,407421,1,2021-10-01,2022-01-04,2024-03
1045,Q37120.11,11,New Power Plant Needed for New SAP,1419345,3456774,3625604,6203,4780304,1,2019-04-01,2019-06-28,2024-03
1046,Q10350.11,11,OCP HSE Task Force OPS Jorf,1297349,2359496,-1511157,9872,4640059,1,2021-10-01,2023-09-15,2024-03
1047,Q11980.11,11,IMACID Plant Maintenance Excellence Support,1162585,922951,868463,6548,3182316,1,2021-11-01,2022-02-04,2024-03
1048,Q40390.11,11,Sustainability strategy,0,0,-1801,2702,13937413,1,2021-10-25,2021-12-31,2024-03
1049,Q40370.11,11,Outil Pricing de la roche 2,0,1327458,0,0,0,1,2021-10-01,2022-06-24,2024-03
1050,Q54840.11,11,Dtachement JESA Ressource  UM6P,529070,708965,522825,2332,1384843,1,2021-08-01,2022-07-30,2024-03
1051,Q92210.11,11,Home Office Suffix 11,0,0,0,1272,4704378,1,2022-06-01,2024-04-01,2024-03
1052,Q25000.11,11,TECHNICAL AND ECONOMIC FEASIBILITY STUDY FOR THE TRANSFORMATION OF  “GUENTOUR & KHOURIBGUA & DOWNSTREAM”,0,0,0,3147,5181687,1,2021-10-01,2022-01-31,2024-03
1053,Q65950.11,11,Home Office Suffix 11,274552,96577,246409,2269,701438,1,2021-09-13,2022-03-13,2024-03
1054,Q54790.11,11,UM6P RABAT PMC PHASE 2 PMC,0,0,53341815,249191,89984771,1,2021-04-01,2021-09-30,2024-03
1055,Q54870.11,11,Home Office suffix (Q54870),2165649,1197123,1332572,10921,5891600,1,2021-11-01,2024-12-31,2024-03
1056,Q40420.11,11,"Assessment of the opportunity for OCP to join the “First Movers Coalition""",0,0,0,368,228432,1,2022-02-28,2022-04-01,2024-03
1057,Q81060.11,11,Safi Power Plant,1323957,877469,1323936,5586,3544817,1,2022-02-01,2022-09-30,2024-03
1058,QWA130.11,11,Home Office Suffix,-7433443,-5304928,-7033040,0,0,1,2020-06-01,2022-06-30,2024-03
1059,Q12760.11,11,SPPS-Safi Portfolio Project Support,3814954,2453634,3289856,16835,13801594,1,2022-03-19,2022-12-30,2024-03
1060,Q40450.11,11,IFM Set up phase,0,0,-83852,2218,13627036,1,2022-04-25,2022-07-01,2024-03
1061,Q33940.11,11,GENERAL,11043390,12493191,24672806,56504,31634815,1,2021-08-20,2024-03-15,2024-03
1062,Q36210.11,11,Home Office Suffix 11,7972443,8016293,9375955,41465,23175682,1,2022-06-01,2023-07-31,2024-03
1063,Q40430.11,11,OCP – Definition of Rock SBU baselines,0,0,0,735,433966,1,2022-04-27,2022-06-24,2024-03
1064,Q40440.11,11,E-BUSES MOBILITES DURABLES AGENTS OCP,0,0,-530508,2570,1776998,1,2022-05-16,2022-08-15,2024-03
1065,Q40470.11,11,PMO SGID,0,0,3569,858,571349,1,2022-05-25,2022-07-01,2024-03
1066,Q40490.11,11,TSB Hub,0,0,12978,348,316068,1,2022-05-30,2022-07-01,2024-03
1067,Q66050.11,11,DEVIATION DE LA CONDUITE DE L'ONEP,390757,374184,499845,2232,1990971,1,2022-04-04,2025-09-30,2024-03
1068,Q32280.11,11,SEA WATER PUMPING AND DISTRIBUTION REV6,1026807,567917,1026802,6856,2968352,1,2022-04-30,2023-02-28,2024-03
1069,Q33040.11,11,Port Jorf Lasfar Quai 5,0,0,0,11985,5237267,1,2022-07-01,2022-09-30,2024-03
1070,Q92152.11,11,INTEGRATED GAS PROJECT IN MOROCCO,275692,0,0,317,1389663,1,2022-05-09,2022-08-05,2024-03
1071,Q11990.11,11,Downstream Plant Maintenance Support 1,352580,260227,240820,2093,996886,1,2022-06-18,2022-08-19,2024-03
1072,Q11101.11,11,Jorf Lasfar Maintenance Support 2,3339322,2971793,3895382,17761,9766476,1,2022-06-06,2023-02-24,2024-03
1073,Q69010.11,11,TECHNICAL AND ECONOMIC FEASIBILITY STUDY FOR THE WAVE MOTION POWER GENERATION IN LAAYOUN PORT.,0,0,0,1040,905176,1,2022-05-04,2022-08-03,2024-03
1074,Q14000.11,11,Home Office Suffix 11,0,0,0,3528,1682486,1,2021-01-01,2022-11-30,2024-03
1075,Q72001.11,11,Hangar UC,1817515,1300843,1408080,8472,4931419,1,2022-04-11,2022-09-23,2024-03
1076,Q40500.11,11,SAEDM,0,0,0,216,175320,1,2022-07-04,2022-07-22,2024-03
1077,Q21201.11,11,General,4911892,4832725,4831829,14976,16745493,1,2022-06-17,2022-12-31,2024-03
1078,Q36220.11,11,Home office Suffix 11,6170137,9438382,13896684,31012,19855305,1,2022-09-07,2024-11-15,2024-03
1079,Q22101.11,11,General,7272969,958387,7176383,30018,19453292,1,2022-06-01,2022-12-31,2024-03
1080,Q11111.11,11,IMACID Maintenance Excellence Support 2,3562286,2551241,3145851,19763,9941094,1,2022-07-01,2023-07-31,2024-03
1081,Q11109.11,11,"3MT DAP news lines (107 D, E & F) MES",9529382,5396867,13469334,44966,58098882,1,2022-08-01,2023-01-31,2024-03
1082,Q11112.11,11,Q11112  Phosboucraa Accompagnement et Support Technique Laayoune,4260192,1243821,4851285,15982,13424880,1,2022-08-01,2023-07-31,2024-03
1083,Q11113.11,11,Benguerir Wash Plant MES,7403271,4334830,4334830,38465,21992209,1,2022-08-01,2023-07-31,2024-03
1084,Q13650.11,11,POTASH DISPOSIT FEASIBILITY - KHEMISSET,515389,610477,610477,2549,1493278,1,2022-02-01,2022-09-30,2024-03
1085,Q11105.11,11,JFCs Hazardous Reparation - JFC2,899704,706312,860185,5510,6812585,1,2021-12-01,2023-11-30,2024-03
1086,QBURKI.11,11,Home Office Suffix 11,40437,10517,37641,84,90209,1,2022-07-01,2022-08-31,2024-03
1087,Q11106.11,11,JFCs Hazardous Reparation - JFC3,1358633,583682,842890,5473,6544620,1,2021-12-01,2023-11-30,2024-03
1088,Q11107.11,11,JFCs Hazardous Reparation - JFC4,869485,607877,836940,5510,6467890,1,2021-12-01,2023-11-30,2024-03
1089,Q11108.11,11,JFCs Hazardous Reparation - JFC5,1019619,430969,1007739,5893,8255970,1,2021-12-01,2023-11-30,2024-03
1090,Q82150.11,11,Central Axis - Benguerir Mine Expansion,1917450,1582445,1917450,10788,5751366,1,2022-09-01,2024-02-20,2024-03
1091,Q82080.11,11,Central Axis- MS,0,-2474152,0,0,0,1,2022-12-01,2024-05-30,2024-03
1092,Q12551.11,11,General,-615554,-620837,-620837,0,0,1,2022-05-23,2023-06-23,2024-03
1093,Q82070.11,11,Central Axis- SAP,0,-8010153,0,0,0,1,2022-08-22,2024-06-10,2024-03
1094,Q36223.11,11,TSP Hub OSBL and Piperack,1249053,2218082,9740186,6139,3975145,1,2023-07-11,2023-11-10,2024-03
1095,Q36222.11,11,New TSP Hub Storage and Handling,726053,610286,747193,3300,2149453,1,2023-07-11,2023-10-11,2024-03
1096,Q12552.11,11,General,179227,0,179227,510,441494,1,2023-07-01,2023-08-12,2024-03
1097,Q11104.11,11,"JPH BLOC 7,8,9",51399046,0,26731375,355724,400175320,1,2022-03-01,2023-01-31,2024-03
1098,Q12830.11,11,General,132762,21220,132762,974,684966,1,2023-07-03,2023-08-31,2024-03
1099,Q82250.11,11,Central Axis Program,0,0,0,0,0,1,2023-06-01,2024-12-29,2024-03
1100,Q82050.11,11,Benguerir Beneficiation Expansion,0,4329717,0,0,0,1,2022-08-26,2025-12-01,2024-03
1101,Q10710.11,11,FABRICATION MANAGEMENT OF STRUCTURAL STEEL BULK MATERIAL,10754657,113419,0,90443,85243318,1,2023-03-01,2025-05-23,2024-03
1102,Q82060.11,11,PAP - Central axis,22924007,-31313960,22924007,76364,63868166,1,2022-08-22,2023-08-22,2024-03
1103,Q12553.11,11,Suffix,0,0,0,0,0,1,2023-08-01,2024-03-31,2024-03
1104,Q82190.11,11,Central Axis  - Safi Existing Site,2173573,-5130094,2173573,11578,6497721,1,2022-06-01,2025-12-31,2024-03
1105,Q82220.11,11,NSP-SPH Platform,6593389,7494833,6593389,45390,23499677,1,2022-09-22,2022-10-22,2024-03
1106,Q80131.11,11,Central Axis Program,4440852,3050033,4440852,18726,16211293,1,2023-03-13,2023-08-15,2024-03
1107,Q31240.11,11,General,625851,210885,625848,3406,2527602,1,2023-11-01,2024-02-01,2024-03
1108,Q80132.11,11,Home Office Suffix 11,1000553,942206,1000553,5266,2541882,1,2023-06-01,2026-12-31,2024-03
1109,Q20020.11,11,General,1485454,0,1485454,3630,12546374,1,2023-11-05,2024-05-05,2024-03
1110,Q11131.11,11,Jorf Lasfar Water Facilities MES,900000,0,-20164718,30463,27893716,1,2024-01-01,2024-12-31,2024-03
1111,Q10011.11,11,General,0,0,0,0,0,1,2023-11-27,2024-06-30,2024-03
1112,QW2104.12,12,Interface,1291665,629919,629919,3832,3344619,1,2021-03-29,2021-10-29,2024-03
1113,Q11103.12,12,JLN Fertilizers Plants TSP,4718614,0,4718608,1044,65169650,1,2022-03-01,2024-02-28,2024-03
1114,Q11114.12,12,Solid Sulfur Port Superstructure Year 2,21360229,0,0,147015,174450350,1,2022-11-28,2027-11-30,2024-03
1115,Q11115.12,12,JFC1 Maintenance Excellence Execution Y2,26422343,255598,2561774,134739,182226290,1,2023-01-02,2023-12-29,2024-03
1116,Q11118.12,12,JFC4 Maintenance Excellence Execution Y2,26491185,0,26491185,134739,182226290,1,2023-01-01,2023-12-29,2024-03
1117,Q11116.12,12,JFC2 Maintenance Excellence Execution Y2,26491185,0,26491185,134739,182226290,1,2023-01-01,2023-12-29,2024-03
1118,Q12830.12,12,General,301035,17124,301035,1747,997901,1,2023-07-03,2023-08-31,2024-03
1119,QW2104.20,20,Non Labor,1355195,569071,603163,0,17803958,1,2021-03-29,2021-10-29,2024-03
1120,Q31210.21,21,Home Office Suffix 21,3079174,3574404,3079174,15965,9350280,1,2020-05-01,2020-10-31,2024-03
1121,Q32170.21,21,JPH ELECTRICAL PROJECT PH2,1542908,1337606,1542908,6598,3956835,1,2021-10-22,2024-06-14,2024-03
1122,QI9417.21,21,[New],7431545,4571366,7431545,19326,17964969,1,2019-07-01,2020-12-31,2024-03
1123,Q32420.21,21,Home Office Suffix 21,6693312,3338053,6693312,37695,18792216,1,2020-07-13,2021-03-15,2024-03
1124,Q80170.21,21,Home Office Suffix 21,17263932,16341769,18774662,63141,48888167,1,2020-01-15,2022-12-30,2024-03
1125,Q66040.21,21,Home Office Casablanca,2910756,2337437,2383613,13422,7590637,1,2018-07-02,2019-12-27,2024-03
1126,Q32002.21,21,Home Office Labor,5997516,8461497,8461497,40131,25041330,1,2020-08-11,2024-07-31,2024-03
1127,Q35520.21,21,NPK 107 ABC,3978954,2427633,3978937,21742,11366968,1,2015-01-01,2024-02-29,2024-03
1128,Q36220.21,21,New TSP Hub (2units),3505894,7537139,35743267,17876,9830116,1,2022-09-07,2024-11-15,2024-03
1129,Q21181.21,21,Tailings dewatering by Centrifugal Thickeners for DAOUI Wash Plant,4747741,3196064,4747741,29970,14461554,1,2023-02-07,2024-05-21,2024-03
1130,Q32331.21,21,General,1200797,858954,1157453,5601,3467877,1,2023-03-17,2023-06-16,2024-03
1131,QI9509.21,21,JESA EPCM,0,0,2777124,0,0,1,2023-02-11,2024-12-27,2024-03
1132,Q21291.21,21,Phosphorus (P4) production unit_ISBL,3570707,319197,3570700,13639,11204832,1,2023-05-15,2025-11-14,2024-03
1133,Q11301.21,21,SAFI MP1 Maintenance Excellence Set-Up,4258069,-9067106,-8889497,38165,22374999,1,2023-07-01,2023-12-31,2024-03
1134,Q36215.21,21,TSP Adaptation Jorf (Define / Design) JFC2 & 4,7643580,2032408,7643681,43554,24949983,1,2023-08-01,2024-03-31,2024-03
1135,Q21272.21,21,PEZCN Washplant_Feasability & Conceptual,5235200,855188,5235133,23059,17621869,1,2023-12-01,2024-06-28,2024-03
1136,Q12550.21,21,Mining scoping Study,0,0,0,0,0,1,2019-09-01,2020-10-30,2024-03
1137,Q11131.21,21,Jorf Lasfar Water Facilities MEE,-247536701,0,-240986292,0,0,1,2024-01-01,2024-12-31,2024-03
1138,Q12350.31,31,Home Office Suffix 31,2921781,2045791,2045791,13984,8692247,1,2019-12-02,2020-12-31,2024-03
1139,Q69100.31,31,Home Office Suffix 31,5096617,-6788723,4871691,22384,18962207,1,2019-05-02,2020-06-30,2024-03
1140,Q66480.31,31,PFC CW TANKS & HALLS WO Q6648031 REV0,5577128,6040044,6048572,30128,20407865,1,2018-04-02,2020-12-25,2024-03
1141,Q11710.31,31,JFC3 Maintenance Excellence,-11437442,-5810014,-946075,392478,174597981,1,2019-09-28,2024-09-27,2024-03
1142,Q66310.31,31,Home Office Casablanca,2,0,-4385671,36845,19481199,1,2018-05-02,2018-12-31,2024-03
1143,Q66410.31,31,Home Office Casablanca,0,0,-694960,16700,8456122,1,2019-07-01,2020-04-30,2024-03
1144,Q31050.31,31,Fos Acid Plant - ISBL,0,0,0,0,0,1,2019-07-01,2021-04-30,2024-03
1145,Q66590.31,31,Home Office Suffix 31,0,-78146,-5697543,13892,6479724,1,2019-06-03,2021-06-25,2024-03
1146,Q66110.31,31,Home Office Suffix 31,0,0,0,4556,2189111,1,2019-04-02,2019-05-31,2024-03
1147,Q37070.31,31,Basic Design,0,0,0,9471,4153192,1,2019-08-22,2020-02-18,2024-03
1148,Q66550.31,31,PFC Piperack,0,0,4176125,31986,15203747,1,2019-08-24,2020-06-26,2024-03
1149,QBI200.31,31,Home Office Suffix 01,0,-10310,-325643,3665,2558505,1,2020-02-24,2022-02-25,2024-03
1150,Q37022.31,31,Home Office Suffix 31,0,-1309871,1391087,34228,15014665,1,2020-11-01,2021-06-01,2024-03
1151,QBI204.31,31,Home Office Suffix 31,0,0,122281,2833,1339617,1,2020-01-01,2023-01-30,2024-03
1152,QBI207.31,31,Home Office Suffix 31,0,0,0,2270,821590,1,2020-02-01,2020-03-30,2024-03
1153,Q31210.31,31,Home Office Suffix 31,3216502,3581889,3216502,18759,9805052,1,2020-05-01,2020-10-31,2024-03
1154,Q66450.31,31,Laayoune Poste Blindé: ITB + TBA,0,0,0,5085,2196623,1,2021-03-01,2021-10-01,2024-03
1155,Q12390.31,31,Home Office Suffix 31,0,0,0,6806,3227934,1,2018-05-01,2019-09-30,2024-03
1156,Q40250.31,31,"Projet Outil Pricing de la Roche, Acide et Engrais",412326,453017,-274741,338,727758,1,2020-12-10,2022-02-05,2024-03
1157,Q37023.31,31,Home Office Suffix 31,5283132,8267443,5372088,20560,14781448,1,2021-07-01,2021-11-30,2024-03
1158,Q40320.31,31,SUPPORT AND EXPERTISE: Deep dive on Carbon roadmap,0,0,-50429,918,609236,1,2021-07-26,2021-12-31,2024-03
1159,Q30180.31,31,IMACID EXPANSION PROJECT,0,0,0,2006,1704108,1,2022-01-24,2022-03-11,2024-03
1160,Q40020.31,31,Strategie de gestion du PG,0,0,0,196,144957,1,2022-02-11,2022-02-28,2024-03
1161,Q33911.31,31,OCP Assistance FLS claim Superstructures portJorf Lasfar,578722,34932,578731,1820,1501762,1,2022-03-08,2022-11-08,2024-03
1162,Q40330.31,31,PMO plan d'urgence energy and water,0,0,-175812,3426,2702898,1,2021-05-14,2021-09-30,2024-03
1163,Q22700.41,41,Mines Solar PV,0,0,2119969,34125,26997990,1,2022-04-20,2024-07-03,2024-03
1164,Q72003.41,41,General,2156644,1210567,1513403,10141,6053621,1,2022-05-01,2022-10-28,2024-03
1165,Q72002.41,41,General,1603902,852816,852816,9921,4808058,1,2022-05-01,2022-10-28,2024-03
1166,Q83900.41,41,Home Office Suffix 41,3265896,3373556,3289243,9943,9596345,1,2019-12-02,2021-01-29,2024-03
1167,Q12770.41,41,Etude de circuit de transfert d'Amoniac,4785782,3325379,4711274,21480,13612284,1,2022-07-15,2023-02-17,2024-03
1168,Q40330.41,41,Suivi Foncier Pipelines Eau Dessalée,0,0,0,0,0,1,2021-05-14,2021-09-30,2024-03
1169,Q21200.41,41,FF-Khouribga,532444,17434125,45049892,1646,2750160,1,2022-03-01,2024-11-29,2024-03
1170,Q37025.41,41,AHF Plant Bridge,1784247,445604,4862230,6850,4942044,1,2022-10-01,2023-01-31,2024-03
1171,Q31111.41,41,Accompagnement pour la contractualisation des dossiers achats,20000,0,20000,44,74000,1,2021-03-12,2021-11-08,2024-03
1172,Q33940.41,41,Purchase of Mat,324405,33412,324405,0,4649816,1,2021-08-20,2024-03-15,2024-03
1173,Q21260.41,41,FILTRATION DES BOUES AUX LAVERIES DAOUI,577391,0,577391,2002,1740000,1,2022-03-08,2023-05-09,2024-03
1174,Q60190.41,41,BBP-DIGITALIZATION,1072008,0,0,3908,15632836,1,2020-04-01,2023-12-29,2024-03
1175,Q80081.41,41,Fire Fighting System Upgrade in OCP Sites - Safi,445403,1310088,13966925,1082,4172108,1,2023-02-02,2024-11-29,2024-03
1176,Q37027.41,41,AHF Project ISBL &OSBL,49258888,5274060,50356890,385001,193857320,1,2023-03-23,2025-12-30,2024-03
1177,Q12553.41,41,Suffix,4038909,818006,4059562,33687,19997458,1,2023-08-01,2024-03-31,2024-03
1178,Q37027.43,43,AHF Project,47264417,6703494,47264630,387518,192427828,1,2023-03-23,2025-12-30,2024-03
1179,Q37027.44,44,AHF ALF3,7746976,3299948,7826916,38510,26788101,1,2023-03-23,2025-12-30,2024-03
1180,Q37027.45,45,AHF Dilute Sulfuric Acid (Fluor Alpha),10015678,228152,10015678,102369,46721525,1,2023-03-23,2025-12-30,2024-03
1181,Q65210.51,51,Wash Plant WO Q6521051 REV0,120079235,91060255,102354902,519948,364045733,1,2016-10-01,2024-12-31,2024-03
1182,Q32140.51,51,"2 EME phase plateformes et VRD P4,P6,P8",3180705,3101833,3229172,12203,8133625,1,2020-01-01,2022-11-01,2024-03
1183,Q40120.51,51,JORF LASFAR,5714057,0,54117,4700,10566571,1,2020-07-20,2020-12-31,2024-03
1184,Q31110.51,51,Phosphoric Acid Treatment-Construction,3703079,-617010,3703079,15150,9995353,1,2019-09-28,2020-06-26,2024-03
1185,QI9200.51,51,Nigeria Bulk Blending: Sokoto,863462,1247117,1247117,4200,2657245,1,2020-01-20,2020-08-30,2024-03
1186,Q31111.51,51,PAT 600/J VDRN,2077272,2014953,2077272,13360,5547431,1,2021-03-12,2021-11-08,2024-03
1187,Q31112.51,51,Accompagnement pour la contractualisation des dossiers achats,2088249,1255687,2088249,12555,5440719,1,2021-03-19,2021-08-23,2024-03
1188,Q65211.51,51,Wash Plant WO Q6521151 REV0,0,0,-2534677,6905,3003510,1,2021-07-12,2022-08-31,2024-03
1189,Q40250.51,51,Outil S&FP,1122977,690146,873560,1051,1972000,1,2020-12-10,2022-02-05,2024-03
1190,Q12740.51,51,Field Staff Labor 35,2834097,2266875,2304316,14072,8664545,1,2021-08-30,2023-12-20,2024-03
1191,Q32250.51,51,Home Office Suffix 51,13246611,8137123,17537762,56559,35703189,1,2021-07-05,2024-06-30,2024-03
1192,Q83910.51,51,New Safi Port: Superstructure Project,0,-524409,0,0,0,1,2022-04-04,2023-03-31,2024-03
1193,QBI197.51,51,Home Office Suffix 51,0,0,-69663,1898,641295,1,2019-09-23,2020-09-25,2024-03
1194,Q36300.51,51,Interfaces Flexibility Construction,1782917,887937,1782897,10744,5016675,1,2021-12-01,2023-08-31,2024-03
1195,Q21200.51,51,Laverie BA,1621994,841471,850708,8994,4707684,1,2022-03-01,2024-11-29,2024-03
1196,Q36214.51,51,Home Office Suffix 51,1675274,0,1675274,0,29596512,1,2022-04-29,2023-08-01,2024-03
1197,Q36100.51,51,Green Ammonia Pilot Plant - Construction,5987417,1923933,5987417,27663,17709300,1,2022-12-01,2024-06-01,2024-03
1198,P6.CC,CC,COST CONTROL,0,0,0,0,0,1,,,2024-03
1199,P3.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1200,P1.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1201,P2.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1202,P4.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1203,P5.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1204,P6.CI,CI,CIVIL,0,0,0,0,0,1,,,2024-03
1205,P2.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-03
1206,P4.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-03
1207,P5.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-03
1208,P6.CM,CM,CONSTR MGMT,0,0,0,0,0,1,,,2024-03
1209,CMP.CMP,CMP,Distributed Computer Costs,0,0,0,0,0,1,,,2024-03
1210,P3.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1211,P1.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1212,P2.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1213,P4.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1214,P5.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1215,P6.CN,CN,CONSTR HO SUPPORT,0,0,0,0,0,1,,,2024-03
1216,P2.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-03
1217,P4.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-03
1218,P5.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-03
1219,P6.CO,CO,COMMISSIONING &amp; START-UP,0,0,0,0,0,1,,,2024-03
1220,P2.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-03
1221,P4.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-03
1222,P5.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-03
1223,P6.CS,CS,CONSULTING SERVICES,0,0,0,0,0,1,,,2024-03
1224,100.D1C,D1C,Architectural ISBL D,0,0,0,0,0,1,,,2024-03
1225,P3.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1226,P1.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1227,P2.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1228,P4.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1229,P5.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1230,P6.DC,DC,DOCUMENT CONTROL,0,0,0,0,0,1,,,2024-03
1231,Q82040.TRV.DOM,DOM,Domestic travels,0,0,0,0,0,1,2022-09-30,2027-02-07,2024-03
1232,100.E1C,E1C,Architectural ISBL E,0,0,0,0,0,1,,,2024-03
1233,P3.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1234,P1.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1235,P2.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1236,P4.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1237,P5.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1238,P6.EL,EL,ELECTRICAL,0,0,0,0,0,1,,,2024-03
1239,P2.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-03
1240,P4.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-03
1241,P5.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-03
1242,P6.EM,EM,ENGINEERING MANAGEMENT,0,0,0,0,0,1,,,2024-03
1243,P2.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-03
1244,P4.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-03
1245,P5.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-03
1246,P6.ES,ES,ESTIMATING,0,0,0,0,0,1,,,2024-03
1247,P2.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-03
1248,P4.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-03
1249,P5.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-03
1250,P6.ET,ET,INSPECTION / TESTING,0,0,0,0,0,1,,,2024-03
1251,P3.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1252,P1.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1253,P2.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1254,P4.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1255,P5.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1256,P6.EV,EV,ENVIRONMENTAL,0,0,0,0,0,1,,,2024-03
1257,P2.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-03
1258,P4.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-03
1259,P5.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-03
1260,P6.EX,EX,EXPEDITING,0,0,0,0,0,1,,,2024-03
1261,100.F1C,F1C,Architectural ISBL F,0,0,0,0,0,1,,,2024-03
